brand_name,generic_name,year,drug_class,matched_terms,marketed_name_type,scope_status
Pioglitazone-Metformin,Pioglitazone Hcl/Metformin Hcl,2022,Biguanides,metformin|pioglitazone,brand-identifiable,included
Pioglitazone-Metformin,Pioglitazone Hcl/Metformin Hcl,2023,Biguanides,metformin|pioglitazone,brand-identifiable,included
Pioglitazone-Metformin,Pioglitazone Hcl/Metformin Hcl,2024,Biguanides,metformin|pioglitazone,brand-identifiable,included
Alogliptin-Metformin,Alogliptin Benz/Metformin Hcl,2022,DPP-4 inhibitors,alogliptin|metformin,brand-identifiable,included
Alogliptin-Metformin,Alogliptin Benz/Metformin Hcl,2023,DPP-4 inhibitors,alogliptin|metformin,brand-identifiable,included
Alogliptin-Metformin,Alogliptin Benz/Metformin Hcl,2024,DPP-4 inhibitors,alogliptin|metformin,brand-identifiable,included
Kazano,Alogliptin Benz/Metformin Hcl,2022,DPP-4 inhibitors,alogliptin|metformin,brand-identifiable,included
Kazano,Alogliptin Benz/Metformin Hcl,2023,DPP-4 inhibitors,alogliptin|metformin,brand-identifiable,included
Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,2022,DPP-4 inhibitors,alogliptin|pioglitazone,brand-identifiable,included
Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,2023,DPP-4 inhibitors,alogliptin|pioglitazone,brand-identifiable,included
Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,2024,DPP-4 inhibitors,alogliptin|pioglitazone,brand-identifiable,included
Oseni,Alogliptin Benz/Pioglitazone,2022,DPP-4 inhibitors,alogliptin|pioglitazone,brand-identifiable,included
Oseni,Alogliptin Benz/Pioglitazone,2023,DPP-4 inhibitors,alogliptin|pioglitazone,brand-identifiable,included
Alogliptin,Alogliptin Benzoate,2022,DPP-4 inhibitors,alogliptin,brand-identifiable,included
Alogliptin,Alogliptin Benzoate,2023,DPP-4 inhibitors,alogliptin,brand-identifiable,included
Alogliptin,Alogliptin Benzoate,2024,DPP-4 inhibitors,alogliptin,brand-identifiable,included
Nesina,Alogliptin Benzoate,2022,DPP-4 inhibitors,alogliptin,brand-identifiable,included
Nesina,Alogliptin Benzoate,2023,DPP-4 inhibitors,alogliptin,brand-identifiable,included
Nesina,Alogliptin Benzoate,2024,DPP-4 inhibitors,alogliptin,brand-identifiable,included
Tradjenta,Linagliptin,2022,DPP-4 inhibitors,linagliptin,brand-identifiable,included
Tradjenta,Linagliptin,2023,DPP-4 inhibitors,linagliptin,brand-identifiable,included
Tradjenta,Linagliptin,2024,DPP-4 inhibitors,linagliptin,brand-identifiable,included
Jentadueto,Linagliptin/Metformin Hcl,2022,DPP-4 inhibitors,linagliptin|metformin,brand-identifiable,included
Jentadueto,Linagliptin/Metformin Hcl,2023,DPP-4 inhibitors,linagliptin|metformin,brand-identifiable,included
Jentadueto,Linagliptin/Metformin Hcl,2024,DPP-4 inhibitors,linagliptin|metformin,brand-identifiable,included
Jentadueto Xr,Linagliptin/Metformin Hcl,2022,DPP-4 inhibitors,linagliptin|metformin,brand-identifiable,included
Jentadueto Xr,Linagliptin/Metformin Hcl,2023,DPP-4 inhibitors,linagliptin|metformin,brand-identifiable,included
Jentadueto Xr,Linagliptin/Metformin Hcl,2024,DPP-4 inhibitors,linagliptin|metformin,brand-identifiable,included
Onglyza,Saxagliptin Hcl,2022,DPP-4 inhibitors,saxagliptin,brand-identifiable,included
Onglyza,Saxagliptin Hcl,2023,DPP-4 inhibitors,saxagliptin,brand-identifiable,included
Onglyza,Saxagliptin Hcl,2024,DPP-4 inhibitors,saxagliptin,brand-identifiable,included
Saxagliptin Hcl,Saxagliptin Hcl,2023,DPP-4 inhibitors,saxagliptin,generic-name listed,included
Saxagliptin Hcl,Saxagliptin Hcl,2024,DPP-4 inhibitors,saxagliptin,generic-name listed,included
Kombiglyze Xr,Saxagliptin Hcl/Metformin Hcl,2022,DPP-4 inhibitors,metformin|saxagliptin,brand-identifiable,included
Kombiglyze Xr,Saxagliptin Hcl/Metformin Hcl,2023,DPP-4 inhibitors,metformin|saxagliptin,brand-identifiable,included
Kombiglyze Xr,Saxagliptin Hcl/Metformin Hcl,2024,DPP-4 inhibitors,metformin|saxagliptin,brand-identifiable,included
Saxagliptin-Metformin Er,Saxagliptin Hcl/Metformin Hcl,2023,DPP-4 inhibitors,metformin|saxagliptin,brand-identifiable,included
Saxagliptin-Metformin Er,Saxagliptin Hcl/Metformin Hcl,2024,DPP-4 inhibitors,metformin|saxagliptin,brand-identifiable,included
Sitagliptin,Sitagliptin,2024,DPP-4 inhibitors,sitagliptin,generic-name listed,included
Janumet,Sitagliptin Phos/Metformin Hcl,2022,DPP-4 inhibitors,metformin|sitagliptin,brand-identifiable,included
Janumet,Sitagliptin Phos/Metformin Hcl,2023,DPP-4 inhibitors,metformin|sitagliptin,brand-identifiable,included
Janumet,Sitagliptin Phos/Metformin Hcl,2024,DPP-4 inhibitors,metformin|sitagliptin,brand-identifiable,included
Janumet Xr,Sitagliptin Phos/Metformin Hcl,2022,DPP-4 inhibitors,metformin|sitagliptin,brand-identifiable,included
Janumet Xr,Sitagliptin Phos/Metformin Hcl,2023,DPP-4 inhibitors,metformin|sitagliptin,brand-identifiable,included
Janumet Xr,Sitagliptin Phos/Metformin Hcl,2024,DPP-4 inhibitors,metformin|sitagliptin,brand-identifiable,included
Januvia,Sitagliptin Phosphate,2022,DPP-4 inhibitors,sitagliptin,brand-identifiable,included
Januvia,Sitagliptin Phosphate,2023,DPP-4 inhibitors,sitagliptin,brand-identifiable,included
Januvia,Sitagliptin Phosphate,2024,DPP-4 inhibitors,sitagliptin,brand-identifiable,included
Xultophy 100-3.6,Insulin Degludec/Liraglutide,2022,Fixed-ratio insulin/GLP-1,insulin|liraglutide,brand-identifiable,included
Xultophy 100-3.6,Insulin Degludec/Liraglutide,2023,Fixed-ratio insulin/GLP-1,insulin|liraglutide,brand-identifiable,included
Xultophy 100-3.6,Insulin Degludec/Liraglutide,2024,Fixed-ratio insulin/GLP-1,insulin|liraglutide,brand-identifiable,included
Soliqua 100-33,Insulin Glargine/Lixisenatide,2022,Fixed-ratio insulin/GLP-1,insulin|lixisenatide,brand-identifiable,included
Soliqua 100-33,Insulin Glargine/Lixisenatide,2023,Fixed-ratio insulin/GLP-1,insulin|lixisenatide,brand-identifiable,included
Soliqua 100-33,Insulin Glargine/Lixisenatide,2024,Fixed-ratio insulin/GLP-1,insulin|lixisenatide,brand-identifiable,included
Trulicity,Dulaglutide,2022,GLP-1 receptor agonists,dulaglutide,brand-identifiable,included
Trulicity,Dulaglutide,2023,GLP-1 receptor agonists,dulaglutide,brand-identifiable,included
Trulicity,Dulaglutide,2024,GLP-1 receptor agonists,dulaglutide,brand-identifiable,included
Byetta,Exenatide,2022,GLP-1 receptor agonists,exenatide,brand-identifiable,included
Byetta,Exenatide,2023,GLP-1 receptor agonists,exenatide,brand-identifiable,included
Byetta,Exenatide,2024,GLP-1 receptor agonists,exenatide,brand-identifiable,included
Bydureon Bcise,Exenatide Microspheres,2022,GLP-1 receptor agonists,exenatide,brand-identifiable,included
Bydureon Bcise,Exenatide Microspheres,2023,GLP-1 receptor agonists,exenatide,brand-identifiable,included
Bydureon Bcise,Exenatide Microspheres,2024,GLP-1 receptor agonists,exenatide,brand-identifiable,included
Bydureon Pen,Exenatide Microspheres,2022,GLP-1 receptor agonists,exenatide,brand-identifiable,included
Liraglutide,Liraglutide,2024,GLP-1 receptor agonists,liraglutide,generic-name listed,included
Victoza 2-Pak,Liraglutide,2022,GLP-1 receptor agonists,liraglutide,brand-identifiable,included
Victoza 2-Pak,Liraglutide,2023,GLP-1 receptor agonists,liraglutide,brand-identifiable,included
Victoza 2-Pak,Liraglutide,2024,GLP-1 receptor agonists,liraglutide,brand-identifiable,included
Victoza 3-Pak,Liraglutide,2022,GLP-1 receptor agonists,liraglutide,brand-identifiable,included
Victoza 3-Pak,Liraglutide,2023,GLP-1 receptor agonists,liraglutide,brand-identifiable,included
Victoza 3-Pak,Liraglutide,2024,GLP-1 receptor agonists,liraglutide,brand-identifiable,included
Adlyxin,Lixisenatide,2022,GLP-1 receptor agonists,lixisenatide,brand-identifiable,included
Ozempic,Semaglutide,2022,GLP-1 receptor agonists,semaglutide,brand-identifiable,included
Ozempic,Semaglutide,2023,GLP-1 receptor agonists,semaglutide,brand-identifiable,included
Ozempic,Semaglutide,2024,GLP-1 receptor agonists,semaglutide,brand-identifiable,included
Rybelsus,Semaglutide,2022,GLP-1 receptor agonists,semaglutide,brand-identifiable,included
Rybelsus,Semaglutide,2023,GLP-1 receptor agonists,semaglutide,brand-identifiable,included
Rybelsus,Semaglutide,2024,GLP-1 receptor agonists,semaglutide,brand-identifiable,included
Mounjaro,Tirzepatide,2022,GLP-1 receptor agonists,tirzepatide,brand-identifiable,included
Mounjaro,Tirzepatide,2023,GLP-1 receptor agonists,tirzepatide,brand-identifiable,included
Mounjaro,Tirzepatide,2024,GLP-1 receptor agonists,tirzepatide,brand-identifiable,included
Insulin Aspart,Insulin Aspart,2022,Insulin,insulin,generic-name listed,included
Insulin Aspart,Insulin Aspart,2023,Insulin,insulin,generic-name listed,included
Insulin Aspart,Insulin Aspart,2024,Insulin,insulin,generic-name listed,included
Insulin Aspart Flexpen,Insulin Aspart,2022,Insulin,insulin,brand-identifiable,included
Insulin Aspart Flexpen,Insulin Aspart,2023,Insulin,insulin,brand-identifiable,included
Insulin Aspart Flexpen,Insulin Aspart,2024,Insulin,insulin,brand-identifiable,included
Insulin Aspart Penfill,Insulin Aspart,2022,Insulin,insulin,brand-identifiable,included
Insulin Aspart Penfill,Insulin Aspart,2023,Insulin,insulin,brand-identifiable,included
Insulin Aspart Penfill,Insulin Aspart,2024,Insulin,insulin,brand-identifiable,included
Novolog,Insulin Aspart,2022,Insulin,insulin,brand-identifiable,included
Novolog,Insulin Aspart,2023,Insulin,insulin,brand-identifiable,included
Novolog,Insulin Aspart,2024,Insulin,insulin,brand-identifiable,included
Novolog Flexpen,Insulin Aspart,2022,Insulin,insulin,brand-identifiable,included
Novolog Flexpen,Insulin Aspart,2023,Insulin,insulin,brand-identifiable,included
Novolog Flexpen,Insulin Aspart,2024,Insulin,insulin,brand-identifiable,included
Novolog Penfill,Insulin Aspart,2022,Insulin,insulin,brand-identifiable,included
Novolog Penfill,Insulin Aspart,2023,Insulin,insulin,brand-identifiable,included
Novolog Penfill,Insulin Aspart,2024,Insulin,insulin,brand-identifiable,included
Fiasp,Insulin Aspart (Niacinamide),2022,Insulin,insulin,brand-identifiable,included
Fiasp,Insulin Aspart (Niacinamide),2023,Insulin,insulin,brand-identifiable,included
Fiasp,Insulin Aspart (Niacinamide),2024,Insulin,insulin,brand-identifiable,included
Fiasp Flextouch,Insulin Aspart (Niacinamide),2022,Insulin,insulin,brand-identifiable,included
Fiasp Flextouch,Insulin Aspart (Niacinamide),2023,Insulin,insulin,brand-identifiable,included
Fiasp Flextouch,Insulin Aspart (Niacinamide),2024,Insulin,insulin,brand-identifiable,included
Fiasp Penfill,Insulin Aspart (Niacinamide),2022,Insulin,insulin,brand-identifiable,included
Fiasp Penfill,Insulin Aspart (Niacinamide),2023,Insulin,insulin,brand-identifiable,included
Fiasp Penfill,Insulin Aspart (Niacinamide),2024,Insulin,insulin,brand-identifiable,included
Insulin Aspart Prot Mix 70-30,Insulin Aspart Prot/Insuln Asp,2022,Insulin,insulin,brand-identifiable,included
Insulin Aspart Prot Mix 70-30,Insulin Aspart Prot/Insuln Asp,2023,Insulin,insulin,brand-identifiable,included
Insulin Aspart Prot Mix 70-30,Insulin Aspart Prot/Insuln Asp,2024,Insulin,insulin,brand-identifiable,included
Novolog Mix 70-30,Insulin Aspart Prot/Insuln Asp,2022,Insulin,insulin,brand-identifiable,included
Novolog Mix 70-30,Insulin Aspart Prot/Insuln Asp,2023,Insulin,insulin,brand-identifiable,included
Novolog Mix 70-30,Insulin Aspart Prot/Insuln Asp,2024,Insulin,insulin,brand-identifiable,included
Novolog Mix 70-30 Flexpen,Insulin Aspart Prot/Insuln Asp,2022,Insulin,insulin,brand-identifiable,included
Novolog Mix 70-30 Flexpen,Insulin Aspart Prot/Insuln Asp,2023,Insulin,insulin,brand-identifiable,included
Novolog Mix 70-30 Flexpen,Insulin Aspart Prot/Insuln Asp,2024,Insulin,insulin,brand-identifiable,included
Insulin Degludec,Insulin Degludec,2023,Insulin,insulin,generic-name listed,included
Insulin Degludec,Insulin Degludec,2024,Insulin,insulin,generic-name listed,included
Insulin Degludec Pen (U-100),Insulin Degludec,2022,Insulin,insulin,brand-identifiable,included
Insulin Degludec Pen (U-100),Insulin Degludec,2023,Insulin,insulin,brand-identifiable,included
Insulin Degludec Pen (U-100),Insulin Degludec,2024,Insulin,insulin,brand-identifiable,included
Insulin Degludec Pen (U-200),Insulin Degludec,2022,Insulin,insulin,brand-identifiable,included
Insulin Degludec Pen (U-200),Insulin Degludec,2023,Insulin,insulin,brand-identifiable,included
Insulin Degludec Pen (U-200),Insulin Degludec,2024,Insulin,insulin,brand-identifiable,included
Tresiba,Insulin Degludec,2022,Insulin,insulin,brand-identifiable,included
Tresiba,Insulin Degludec,2023,Insulin,insulin,brand-identifiable,included
Tresiba,Insulin Degludec,2024,Insulin,insulin,brand-identifiable,included
Tresiba Flextouch U-100,Insulin Degludec,2022,Insulin,insulin,brand-identifiable,included
Tresiba Flextouch U-100,Insulin Degludec,2023,Insulin,insulin,brand-identifiable,included
Tresiba Flextouch U-100,Insulin Degludec,2024,Insulin,insulin,brand-identifiable,included
Tresiba Flextouch U-200,Insulin Degludec,2022,Insulin,insulin,brand-identifiable,included
Tresiba Flextouch U-200,Insulin Degludec,2023,Insulin,insulin,brand-identifiable,included
Tresiba Flextouch U-200,Insulin Degludec,2024,Insulin,insulin,brand-identifiable,included
Levemir,Insulin Detemir,2022,Insulin,insulin,brand-identifiable,included
Levemir,Insulin Detemir,2023,Insulin,insulin,brand-identifiable,included
Levemir,Insulin Detemir,2024,Insulin,insulin,brand-identifiable,included
Levemir Flexpen,Insulin Detemir,2023,Insulin,insulin,brand-identifiable,included
Levemir Flexpen,Insulin Detemir,2024,Insulin,insulin,brand-identifiable,included
Levemir Flextouch,Insulin Detemir,2022,Insulin,insulin,brand-identifiable,included
Levemir Flextouch,Insulin Detemir,2023,Insulin,insulin,brand-identifiable,included
Levemir Flextouch,Insulin Detemir,2024,Insulin,insulin,brand-identifiable,included
Basaglar Kwikpen U-100,"Insulin Glargine,hum.Rec.Anlog",2022,Insulin,insulin,brand-identifiable,included
Basaglar Kwikpen U-100,"Insulin Glargine,hum.Rec.Anlog",2023,Insulin,insulin,brand-identifiable,included
Basaglar Kwikpen U-100,"Insulin Glargine,hum.Rec.Anlog",2024,Insulin,insulin,brand-identifiable,included
Basaglar Tempo Pen U-100,"Insulin Glargine,hum.Rec.Anlog",2024,Insulin,insulin,brand-identifiable,included
Insulin Glargine,"Insulin Glargine,hum.Rec.Anlog",2022,Insulin,insulin,brand-identifiable,included
Insulin Glargine,"Insulin Glargine,hum.Rec.Anlog",2023,Insulin,insulin,brand-identifiable,included
Insulin Glargine,"Insulin Glargine,hum.Rec.Anlog",2024,Insulin,insulin,brand-identifiable,included
Insulin Glargine Max Solostar,"Insulin Glargine,hum.Rec.Anlog",2024,Insulin,insulin,brand-identifiable,included
Insulin Glargine Solostar,"Insulin Glargine,hum.Rec.Anlog",2022,Insulin,insulin,brand-identifiable,included
Insulin Glargine Solostar,"Insulin Glargine,hum.Rec.Anlog",2023,Insulin,insulin,brand-identifiable,included
Insulin Glargine Solostar,"Insulin Glargine,hum.Rec.Anlog",2024,Insulin,insulin,brand-identifiable,included
Lantus,"Insulin Glargine,hum.Rec.Anlog",2022,Insulin,insulin,brand-identifiable,included
Lantus,"Insulin Glargine,hum.Rec.Anlog",2023,Insulin,insulin,brand-identifiable,included
Lantus,"Insulin Glargine,hum.Rec.Anlog",2024,Insulin,insulin,brand-identifiable,included
Lantus Solostar,"Insulin Glargine,hum.Rec.Anlog",2022,Insulin,insulin,brand-identifiable,included
Lantus Solostar,"Insulin Glargine,hum.Rec.Anlog",2023,Insulin,insulin,brand-identifiable,included
Lantus Solostar,"Insulin Glargine,hum.Rec.Anlog",2024,Insulin,insulin,brand-identifiable,included
Semglee,"Insulin Glargine,hum.Rec.Anlog",2022,Insulin,insulin,brand-identifiable,included
Semglee Pen,"Insulin Glargine,hum.Rec.Anlog",2022,Insulin,insulin,brand-identifiable,included
Toujeo Max Solostar,"Insulin Glargine,hum.Rec.Anlog",2022,Insulin,insulin,brand-identifiable,included
Toujeo Max Solostar,"Insulin Glargine,hum.Rec.Anlog",2023,Insulin,insulin,brand-identifiable,included
Toujeo Max Solostar,"Insulin Glargine,hum.Rec.Anlog",2024,Insulin,insulin,brand-identifiable,included
Toujeo Solostar,"Insulin Glargine,hum.Rec.Anlog",2022,Insulin,insulin,brand-identifiable,included
Toujeo Solostar,"Insulin Glargine,hum.Rec.Anlog",2023,Insulin,insulin,brand-identifiable,included
Toujeo Solostar,"Insulin Glargine,hum.Rec.Anlog",2024,Insulin,insulin,brand-identifiable,included
Rezvoglar Kwikpen,Insulin Glargine-Aglr,2023,Insulin,insulin,brand-identifiable,included
Rezvoglar Kwikpen,Insulin Glargine-Aglr,2024,Insulin,insulin,brand-identifiable,included
Insulin Glargine-Yfgn,Insulin Glargine-Yfgn,2022,Insulin,insulin,generic-name listed,included
Insulin Glargine-Yfgn,Insulin Glargine-Yfgn,2023,Insulin,insulin,generic-name listed,included
Insulin Glargine-Yfgn,Insulin Glargine-Yfgn,2024,Insulin,insulin,generic-name listed,included
Semglee (Yfgn),Insulin Glargine-Yfgn,2022,Insulin,insulin,brand-identifiable,included
Semglee (Yfgn),Insulin Glargine-Yfgn,2023,Insulin,insulin,brand-identifiable,included
Semglee (Yfgn),Insulin Glargine-Yfgn,2024,Insulin,insulin,brand-identifiable,included
Semglee (Yfgn) Pen,Insulin Glargine-Yfgn,2022,Insulin,insulin,brand-identifiable,included
Semglee (Yfgn) Pen,Insulin Glargine-Yfgn,2023,Insulin,insulin,brand-identifiable,included
Semglee (Yfgn) Pen,Insulin Glargine-Yfgn,2024,Insulin,insulin,brand-identifiable,included
Apidra,Insulin Glulisine,2022,Insulin,insulin,brand-identifiable,included
Apidra,Insulin Glulisine,2023,Insulin,insulin,brand-identifiable,included
Apidra,Insulin Glulisine,2024,Insulin,insulin,brand-identifiable,included
Apidra Solostar,Insulin Glulisine,2022,Insulin,insulin,brand-identifiable,included
Apidra Solostar,Insulin Glulisine,2023,Insulin,insulin,brand-identifiable,included
Apidra Solostar,Insulin Glulisine,2024,Insulin,insulin,brand-identifiable,included
Admelog,Insulin Lispro,2022,Insulin,insulin,brand-identifiable,included
Admelog,Insulin Lispro,2023,Insulin,insulin,brand-identifiable,included
Admelog,Insulin Lispro,2024,Insulin,insulin,brand-identifiable,included
Admelog Solostar,Insulin Lispro,2022,Insulin,insulin,brand-identifiable,included
Admelog Solostar,Insulin Lispro,2023,Insulin,insulin,brand-identifiable,included
Admelog Solostar,Insulin Lispro,2024,Insulin,insulin,brand-identifiable,included
Humalog,Insulin Lispro,2022,Insulin,insulin,brand-identifiable,included
Humalog,Insulin Lispro,2023,Insulin,insulin,brand-identifiable,included
Humalog,Insulin Lispro,2024,Insulin,insulin,brand-identifiable,included
Humalog Junior Kwikpen,Insulin Lispro,2022,Insulin,insulin,brand-identifiable,included
Humalog Junior Kwikpen,Insulin Lispro,2023,Insulin,insulin,brand-identifiable,included
Humalog Junior Kwikpen,Insulin Lispro,2024,Insulin,insulin,brand-identifiable,included
Humalog Kwikpen U-100,Insulin Lispro,2022,Insulin,insulin,brand-identifiable,included
Humalog Kwikpen U-100,Insulin Lispro,2023,Insulin,insulin,brand-identifiable,included
Humalog Kwikpen U-100,Insulin Lispro,2024,Insulin,insulin,brand-identifiable,included
Humalog Kwikpen U-200,Insulin Lispro,2022,Insulin,insulin,brand-identifiable,included
Humalog Kwikpen U-200,Insulin Lispro,2023,Insulin,insulin,brand-identifiable,included
Humalog Kwikpen U-200,Insulin Lispro,2024,Insulin,insulin,brand-identifiable,included
Humalog Tempo Pen U-100,Insulin Lispro,2023,Insulin,insulin,brand-identifiable,included
Humalog Tempo Pen U-100,Insulin Lispro,2024,Insulin,insulin,brand-identifiable,included
Insulin Lispro,Insulin Lispro,2022,Insulin,insulin,generic-name listed,included
Insulin Lispro,Insulin Lispro,2023,Insulin,insulin,generic-name listed,included
Insulin Lispro,Insulin Lispro,2024,Insulin,insulin,generic-name listed,included
Insulin Lispro Junior Kwikpen,Insulin Lispro,2022,Insulin,insulin,brand-identifiable,included
Insulin Lispro Junior Kwikpen,Insulin Lispro,2023,Insulin,insulin,brand-identifiable,included
Insulin Lispro Junior Kwikpen,Insulin Lispro,2024,Insulin,insulin,brand-identifiable,included
Insulin Lispro Kwikpen U-100,Insulin Lispro,2022,Insulin,insulin,brand-identifiable,included
Insulin Lispro Kwikpen U-100,Insulin Lispro,2023,Insulin,insulin,brand-identifiable,included
Insulin Lispro Kwikpen U-100,Insulin Lispro,2024,Insulin,insulin,brand-identifiable,included
Humalog Mix 50-50,Insulin Lispro Protamin/Lispro,2022,Insulin,insulin,brand-identifiable,included
Humalog Mix 50-50,Insulin Lispro Protamin/Lispro,2023,Insulin,insulin,brand-identifiable,included
Humalog Mix 50-50 Kwikpen,Insulin Lispro Protamin/Lispro,2022,Insulin,insulin,brand-identifiable,included
Humalog Mix 50-50 Kwikpen,Insulin Lispro Protamin/Lispro,2023,Insulin,insulin,brand-identifiable,included
Humalog Mix 50-50 Kwikpen,Insulin Lispro Protamin/Lispro,2024,Insulin,insulin,brand-identifiable,included
Humalog Mix 75-25,Insulin Lispro Protamin/Lispro,2022,Insulin,insulin,brand-identifiable,included
Humalog Mix 75-25,Insulin Lispro Protamin/Lispro,2023,Insulin,insulin,brand-identifiable,included
Humalog Mix 75-25,Insulin Lispro Protamin/Lispro,2024,Insulin,insulin,brand-identifiable,included
Humalog Mix 75-25 Kwikpen,Insulin Lispro Protamin/Lispro,2022,Insulin,insulin,brand-identifiable,included
Humalog Mix 75-25 Kwikpen,Insulin Lispro Protamin/Lispro,2023,Insulin,insulin,brand-identifiable,included
Humalog Mix 75-25 Kwikpen,Insulin Lispro Protamin/Lispro,2024,Insulin,insulin,brand-identifiable,included
Insulin Lispro Protamine Mix,Insulin Lispro Protamin/Lispro,2022,Insulin,insulin,brand-identifiable,included
Insulin Lispro Protamine Mix,Insulin Lispro Protamin/Lispro,2023,Insulin,insulin,brand-identifiable,included
Insulin Lispro Protamine Mix,Insulin Lispro Protamin/Lispro,2024,Insulin,insulin,brand-identifiable,included
Lyumjev,Insulin Lispro-Aabc,2022,Insulin,insulin,brand-identifiable,included
Lyumjev,Insulin Lispro-Aabc,2023,Insulin,insulin,brand-identifiable,included
Lyumjev,Insulin Lispro-Aabc,2024,Insulin,insulin,brand-identifiable,included
Lyumjev Kwikpen U-100,Insulin Lispro-Aabc,2022,Insulin,insulin,brand-identifiable,included
Lyumjev Kwikpen U-100,Insulin Lispro-Aabc,2023,Insulin,insulin,brand-identifiable,included
Lyumjev Kwikpen U-100,Insulin Lispro-Aabc,2024,Insulin,insulin,brand-identifiable,included
Lyumjev Kwikpen U-200,Insulin Lispro-Aabc,2022,Insulin,insulin,brand-identifiable,included
Lyumjev Kwikpen U-200,Insulin Lispro-Aabc,2023,Insulin,insulin,brand-identifiable,included
Lyumjev Kwikpen U-200,Insulin Lispro-Aabc,2024,Insulin,insulin,brand-identifiable,included
Lyumjev Tempo Pen U-100,Insulin Lispro-Aabc,2023,Insulin,insulin,brand-identifiable,included
Lyumjev Tempo Pen U-100,Insulin Lispro-Aabc,2024,Insulin,insulin,brand-identifiable,included
Humulin 70-30,Insulin Nph Hum/Reg Insulin Hm,2022,Insulin,insulin,brand-identifiable,included
Humulin 70-30,Insulin Nph Hum/Reg Insulin Hm,2023,Insulin,insulin,brand-identifiable,included
Humulin 70-30,Insulin Nph Hum/Reg Insulin Hm,2024,Insulin,insulin,brand-identifiable,included
Humulin 70/30 Kwikpen,Insulin Nph Hum/Reg Insulin Hm,2022,Insulin,insulin,brand-identifiable,included
Humulin 70/30 Kwikpen,Insulin Nph Hum/Reg Insulin Hm,2023,Insulin,insulin,brand-identifiable,included
Humulin 70/30 Kwikpen,Insulin Nph Hum/Reg Insulin Hm,2024,Insulin,insulin,brand-identifiable,included
Novolin 70-30,Insulin Nph Hum/Reg Insulin Hm,2022,Insulin,insulin,brand-identifiable,included
Novolin 70-30,Insulin Nph Hum/Reg Insulin Hm,2023,Insulin,insulin,brand-identifiable,included
Novolin 70-30,Insulin Nph Hum/Reg Insulin Hm,2024,Insulin,insulin,brand-identifiable,included
Novolin 70-30 Flexpen,Insulin Nph Hum/Reg Insulin Hm,2022,Insulin,insulin,brand-identifiable,included
Novolin 70-30 Flexpen,Insulin Nph Hum/Reg Insulin Hm,2023,Insulin,insulin,brand-identifiable,included
Novolin 70-30 Flexpen,Insulin Nph Hum/Reg Insulin Hm,2024,Insulin,insulin,brand-identifiable,included
Humulin N,Insulin Nph Human Isophane,2022,Insulin,insulin,brand-identifiable,included
Humulin N,Insulin Nph Human Isophane,2023,Insulin,insulin,brand-identifiable,included
Humulin N,Insulin Nph Human Isophane,2024,Insulin,insulin,brand-identifiable,included
Humulin N Kwikpen,Insulin Nph Human Isophane,2022,Insulin,insulin,brand-identifiable,included
Humulin N Kwikpen,Insulin Nph Human Isophane,2023,Insulin,insulin,brand-identifiable,included
Humulin N Kwikpen,Insulin Nph Human Isophane,2024,Insulin,insulin,brand-identifiable,included
Novolin N,Insulin Nph Human Isophane,2022,Insulin,insulin,brand-identifiable,included
Novolin N,Insulin Nph Human Isophane,2023,Insulin,insulin,brand-identifiable,included
Novolin N,Insulin Nph Human Isophane,2024,Insulin,insulin,brand-identifiable,included
Novolin N Flexpen,Insulin Nph Human Isophane,2022,Insulin,insulin,brand-identifiable,included
Novolin N Flexpen,Insulin Nph Human Isophane,2023,Insulin,insulin,brand-identifiable,included
Novolin N Flexpen,Insulin Nph Human Isophane,2024,Insulin,insulin,brand-identifiable,included
Omnipod 5 Dexg7g6 Intro(Gen 5),"Insulin Pmp Cart,aut,g6/7,cntr",2024,Insulin,insulin,brand-identifiable,included
Myxredlin,Insulin Regular In 0.9 % Nacl,2022,Insulin,insulin,brand-identifiable,included
Afrezza,"Insulin Regular, Human",2022,Insulin,insulin,brand-identifiable,included
Afrezza,"Insulin Regular, Human",2023,Insulin,insulin,brand-identifiable,included
Afrezza,"Insulin Regular, Human",2024,Insulin,insulin,brand-identifiable,included
Humulin R,"Insulin Regular, Human",2022,Insulin,insulin,brand-identifiable,included
Humulin R,"Insulin Regular, Human",2023,Insulin,insulin,brand-identifiable,included
Humulin R,"Insulin Regular, Human",2024,Insulin,insulin,brand-identifiable,included
Humulin R U-500,"Insulin Regular, Human",2022,Insulin,insulin,brand-identifiable,included
Humulin R U-500,"Insulin Regular, Human",2023,Insulin,insulin,brand-identifiable,included
Humulin R U-500,"Insulin Regular, Human",2024,Insulin,insulin,brand-identifiable,included
Humulin R U-500 Kwikpen,"Insulin Regular, Human",2022,Insulin,insulin,brand-identifiable,included
Humulin R U-500 Kwikpen,"Insulin Regular, Human",2023,Insulin,insulin,brand-identifiable,included
Humulin R U-500 Kwikpen,"Insulin Regular, Human",2024,Insulin,insulin,brand-identifiable,included
Novolin R,"Insulin Regular, Human",2022,Insulin,insulin,brand-identifiable,included
Novolin R,"Insulin Regular, Human",2023,Insulin,insulin,brand-identifiable,included
Novolin R,"Insulin Regular, Human",2024,Insulin,insulin,brand-identifiable,included
